inn,normalized_inn,mfds_item_seq,mfds_item_name,mfds_company,mfds_date,mfds_is_new_drug,mfds_is_prescription,ema_brand_name,ema_date,ema_is_orphan,ema_is_prime,ema_is_conditional,ema_is_accelerated,ema_therapeutic_area,ema_atc_code,days_ema_to_mfds,mfds_before_ema,atc_level1,atc_level2,ema_year,ema_month
Olopatadine Hydrochloride,olopatadine,201504794,베아놀점안액0.1%(올로파타딘염산염),대웅바이오(주),2015-07-10,False,True,Opatanol,2002-05-16,False,False,False,False,"Conjunctivitis, Allergic",S01GX09,4803,False,S,S01,2002,5
Tadalafil,tadalafil,201504798,이렉시멈구강용해필름20밀리그램(타다라필),삼일제약(주),2015-07-13,False,True,Cialis,2002-11-12,False,False,False,False,Erectile Dysfunction,G04BE08,4626,False,G,G04,2002,11
Ganciclovir,ganciclovir,201505029,가비르정주500밀리그램(간시클로버),제이텍바이오팜,2015-07-23,False,True,Vitrasert Implant,1997-03-18,False,False,False,False,Cytomegalovirus Retinitis;HIV Infections,J05AB06,6701,False,J,J05,1997,3
Ibuprofen,ibuprofen,201505085,대한이부프로펜주사(이부프로펜)(수출용),대한약품공업(주),2015-07-27,False,True,Pedea,2004-07-28,False,False,False,False,"Ductus Arteriosus, Patent",C01EB16,4016,False,C,C01,2004,7
Telmisartan,telmisartan,201505088,셀미살탄정40밀리그램(텔미사르탄),(주)셀트리온제약,2015-07-27,False,True,Pritor,1998-12-11,False,False,False,False,Hypertension,C09CA07,6072,False,C,C09,1998,12
Anhydrous Docetaxel,docetaxel,201505124,동아도세탁셀주사액(수출용),동아에스티(주),2015-07-28,False,True,Taxotere,1995-11-27,False,False,False,False,"Head and Neck Neoplasms;Carcinoma, Non-Small-Cell Lung;Adenocarcinoma;Prostatic Neoplasms;Stomach Neoplasms;Breast Neoplasms",L01CD02,7183,False,L,L01,1995,11
Aripiprazole,aripiprazole,201505192,아리피졸정30밀리그램(아리피프라졸),환인제약(주),2015-07-31,False,True,Abilify,2004-06-04,False,False,False,False,Schizophrenia;Bipolar Disorder,N05AX12,4074,False,N,N05,2004,6
Celecoxib,celecoxib,201505202,셀코브렉스캡슐200mg(세레콕시브),알리코제약(주),2015-07-31,False,True,Onsenal,2003-10-17,False,False,False,False,Adenomatous Polyposis Coli,L01XX33,4305,False,L,L01,2003,10
Tadalafil,tadalafil,201505611,그래서산20밀리그램(타다라필),안국약품(주),2015-08-13,False,True,Cialis,2002-11-12,False,False,False,False,Erectile Dysfunction,G04BE08,4657,False,G,G04,2002,11
Tadalafil,tadalafil,201505612,그래서산10밀리그램(타다라필),안국약품(주),2015-08-13,False,True,Cialis,2002-11-12,False,False,False,False,Erectile Dysfunction,G04BE08,4657,False,G,G04,2002,11
Tadalafil,tadalafil,201505613,그래서산5밀리그램(타다라필),안국약품(주),2015-08-13,False,True,Cialis,2002-11-12,False,False,False,False,Erectile Dysfunction,G04BE08,4657,False,G,G04,2002,11
Olopatadine Hydrochloride,olopatadine,201505727,아이파딘점안액0.2%(올로파타딘염산염),신신제약(주),2015-08-17,False,True,Opatanol,2002-05-16,False,False,False,False,"Conjunctivitis, Allergic",S01GX09,4841,False,S,S01,2002,5
Tadalafil,tadalafil,201505842,이팔정20mg(타다라필),(주)휴온스,2015-08-20,False,True,Cialis,2002-11-12,False,False,False,False,Erectile Dysfunction,G04BE08,4664,False,G,G04,2002,11
Sodium Phenylbutyrate,phenylbutyrate,201505868,페부레인과립(페닐부틸산나트륨),(주)이수앱지스,2015-08-21,False,True,Ammonaps,1999-12-07,False,False,False,False,Ornithine Carbamoyltransferase Deficiency Disease;Citrullinemia;Carbamoyl-Phosphate Synthase I Deficiency Disease,A16AX03,5736,False,A,A16,1999,12
Telmisartan,telmisartan,201505903,미르토정80밀리그램(텔미사르탄),위더스제약(주),2015-08-24,False,True,Pritor,1998-12-11,False,False,False,False,Hypertension,C09CA07,6100,False,C,C09,1998,12
Telmisartan,telmisartan,201505918,셀미살탄정80밀리그램(텔미사르탄),(주)셀트리온제약,2015-08-24,False,True,Pritor,1998-12-11,False,False,False,False,Hypertension,C09CA07,6100,False,C,C09,1998,12
Flutemetamol,flutemetamol,201506003,비자밀주사액(플루트메타몰(18F)),(주)듀켐바이오,2015-08-25,False,True,Vizamyl,2014-08-22,False,False,False,False,Radionuclide Imaging;Alzheimer Disease,V09AX04,368,False,V,V09,2014,8
Levofloxacin Hydrate,levofloxacin,201506122,레프렉스정100mg(레보플록사신수화물),(주)테라젠이텍스,2015-08-27,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,155,False,J,J01,2015,3
Doxycycline Hydrate,doxycycline,201506123,바이독시정(독시사이클린수화물),(주)메디카코리아,2015-08-27,False,True,Doxirobe,1999-09-16,False,False,False,False,,QJ01AA02,5824,False,Q,QJ0,1999,9
Tadalafil,tadalafil,201506289,제대로필정5밀리그램(타다라필),(주)씨엠지제약,2015-08-31,False,True,Cialis,2002-11-12,False,False,False,False,Erectile Dysfunction,G04BE08,4675,False,G,G04,2002,11
Levofloxacin Hydrate,levofloxacin,201506488,삼성레보플록사신주(레보플록사신수화물),삼성제약(주),2015-09-10,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,169,False,J,J01,2015,3
Sofosbuvir,sofosbuvir,201506496,소발디정(소포스부비르),길리어드사이언스코리아(유),2015-09-10,False,True,Sovaldi,2014-01-16,False,False,False,True,"Hepatitis C, Chronic",J05AX15,602,False,J,J05,2014,1
Hydrocortisone,hydrocortisone,201506547,히드론케어로션2.5%(히드로코르티손),성원애드콕제약(주),2015-09-15,False,False,Plenadren,2011-11-03,False,False,False,False,Adrenal Insufficiency,H02AB09,1412,False,H,H02,2011,11
Febuxostat,febuxostat,201506623,페북트정40밀리그램(페북소스타트),주식회사제뉴원사이언스,2015-09-17,False,True,Adenuric,2008-04-21,False,False,False,False,Gout,M04AA03,2705,False,M,M04,2008,4
Febuxostat,febuxostat,201506624,페북트정80밀리그램(페북소스타트),주식회사제뉴원사이언스,2015-09-17,False,True,Adenuric,2008-04-21,False,False,False,False,Gout,M04AA03,2705,False,M,M04,2008,4
Febuxostat,febuxostat,201506634,유리가트정80밀리그램(페북소스타트),(주)유유제약,2015-09-18,False,True,Adenuric,2008-04-21,False,False,False,False,Gout,M04AA03,2706,False,M,M04,2008,4
Febuxostat,febuxostat,201506653,페소린정40밀리그램(페북소스타트),삼진제약(주),2015-09-21,False,True,Adenuric,2008-04-21,False,False,False,False,Gout,M04AA03,2709,False,M,M04,2008,4
Febuxostat,febuxostat,201506654,페소린정80밀리그램(페북소스타트),삼진제약(주),2015-09-21,False,True,Adenuric,2008-04-21,False,False,False,False,Gout,M04AA03,2709,False,M,M04,2008,4
Propranolol Hydrochloride,propranolol,201506664,헤만지올액(프로프라놀롤염산염),한미약품(주),2015-09-21,False,True,Hemangiol,2014-04-23,False,False,False,False,Hemangioma,C07AA05,516,False,C,C07,2014,4
Febuxostat,febuxostat,201506669,유리가트정40밀리그램(페북소스타트),(주)유유제약,2015-09-21,False,True,Adenuric,2008-04-21,False,False,False,False,Gout,M04AA03,2709,False,M,M04,2008,4
Celecoxib,celecoxib,201506677,쎄레브렉스캡슐400밀리그램(세레콕시브),비아트리스코리아(주),2015-09-22,False,True,Onsenal,2003-10-17,False,False,False,False,Adenomatous Polyposis Coli,L01XX33,4358,False,L,L01,2003,10
Levofloxacin Hydrate,levofloxacin,201506689,하원레보플록사신주(레보플록사신수화물),(주)하원제약,2015-09-23,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,182,False,J,J01,2015,3
Oxybutynin Hydrochloride,oxybutynin,201506765,오부틴정(옥시부티닌염산염)(수출용),한림제약(주),2015-09-24,False,True,Kentera (previously Oxybutynin Nicobrand),2004-06-15,False,False,False,False,"Urinary Incontinence, Urge",G04BD04,4118,False,G,G04,2004,6
Febuxostat,febuxostat,201506846,유소릭정80밀리그램(페북소스타트),한림제약(주),2015-09-30,False,True,Adenuric,2008-04-21,False,False,False,False,Gout,M04AA03,2718,False,M,M04,2008,4
Febuxostat,febuxostat,201506847,유소릭정40밀리그램(페북소스타트),한림제약(주),2015-09-30,False,True,Adenuric,2008-04-21,False,False,False,False,Gout,M04AA03,2718,False,M,M04,2008,4
Tacrolimus Hydrate,tacrolimus,201506873,타크로벨정2밀리그램(타크로리무스수화물),(주)종근당,2015-09-30,False,True,Protopic,2002-02-27,False,False,False,False,"Dermatitis, Atopic",D11AH01,4963,False,D,D11,2002,2
Tacrolimus Hydrate,tacrolimus,201506874,타크로벨정1밀리그램(타크로리무스수화물),(주)종근당,2015-09-30,False,True,Protopic,2002-02-27,False,False,False,False,"Dermatitis, Atopic",D11AH01,4963,False,D,D11,2002,2
Arsenic Trioxide,arsenic trioxide,201507055,아시트리주(삼산화비소),제이텍바이오팜,2015-10-07,False,True,Trisenox,2002-03-05,False,False,False,False,"Leukemia, Promyelocytic, Acute",L01XX27,4964,False,L,L01,2002,3
Lenvatinib Mesylate,lenvatinib,201507057,렌비마캡슐10밀리그램(렌바티닙메실산염),한국에자이(주),2015-10-07,False,True,Lenvima,2015-05-28,False,False,False,True,Thyroid Neoplasms,L01XE,132,False,L,L01,2015,5
Lenvatinib Mesylate,lenvatinib,201507059,렌비마캡슐4밀리그램(렌바티닙메실산염),한국에자이(주),2015-10-07,False,True,Lenvima,2015-05-28,False,False,False,True,Thyroid Neoplasms,L01XE,132,False,L,L01,2015,5
Febuxostat,febuxostat,201507074,페북틴정80밀리그램(페북소스타트),(주)비보존제약,2015-10-08,False,True,Adenuric,2008-04-21,False,False,False,False,Gout,M04AA03,2726,False,M,M04,2008,4
Febuxostat,febuxostat,201507075,페북틴정40밀리그램(페북소스타트),(주)비보존제약,2015-10-08,False,True,Adenuric,2008-04-21,False,False,False,False,Gout,M04AA03,2726,False,M,M04,2008,4
Capecitabine,capecitabine,201507291,잘보빈정500밀리그램(카페시타빈),알보젠코리아(주),2015-10-22,False,True,Xeloda,2001-02-02,False,False,False,False,Colonic Neoplasms;Breast Neoplasms;Colorectal Neoplasms;Stomach Neoplasms,L01BC06,5375,False,L,L01,2001,2
Hydrocortisone,hydrocortisone,201507379,순앤로션2.5%(히드로코르티손),주식회사더유제약,2015-10-26,False,False,Plenadren,2011-11-03,False,False,False,False,Adrenal Insufficiency,H02AB09,1453,False,H,H02,2011,11
Febuxostat,febuxostat,201507410,펙소스타정80밀리그램(페북소스타트),한미약품(주),2015-10-28,False,True,Adenuric,2008-04-21,False,False,False,False,Gout,M04AA03,2746,False,M,M04,2008,4
Febuxostat,febuxostat,201507411,펙소스타정40밀리그램(페북소스타트),한미약품(주),2015-10-28,False,True,Adenuric,2008-04-21,False,False,False,False,Gout,M04AA03,2746,False,M,M04,2008,4
Febuxostat,febuxostat,201507440,페록스정80밀리그램(페북소스타트),삼천당제약(주),2015-10-29,False,True,Adenuric,2008-04-21,False,False,False,False,Gout,M04AA03,2747,False,M,M04,2008,4
Celecoxib,celecoxib,201507452,쎄레노직캡슐100밀리그램(세레콕시브),(주)대웅제약,2015-10-29,False,True,Onsenal,2003-10-17,False,False,False,False,Adenomatous Polyposis Coli,L01XX33,4395,False,L,L01,2003,10
Doxycycline Hydrate,doxycycline,201507460,독시엔디정(독시사이클린수화물),(주)티디에스팜,2015-10-29,False,True,Doxirobe,1999-09-16,False,False,False,False,,QJ01AA02,5887,False,Q,QJ0,1999,9
Tacrolimus Hydrate,tacrolimus,201507464,타크로벨정0.5밀리그램(타크로리무스수화물),(주)종근당,2015-10-30,False,True,Protopic,2002-02-27,False,False,False,False,"Dermatitis, Atopic",D11AH01,4993,False,D,D11,2002,2
Tacrolimus Hydrate,tacrolimus,201507465,타크로벨정0.25밀리그램(타크로리무스수화물),(주)종근당,2015-10-30,False,True,Protopic,2002-02-27,False,False,False,False,"Dermatitis, Atopic",D11AH01,4993,False,D,D11,2002,2
Celecoxib,celecoxib,201507475,쎄레스콕캡슐200mg(세레콕시브),태극제약(주),2015-10-30,False,True,Onsenal,2003-10-17,False,False,False,False,Adenomatous Polyposis Coli,L01XX33,4396,False,L,L01,2003,10
Tadalafil,tadalafil,201507480,스타라필구강용해필름20밀리그램(타다라필),(주)팜젠사이언스,2015-10-30,False,True,Cialis,2002-11-12,False,False,False,False,Erectile Dysfunction,G04BE08,4735,False,G,G04,2002,11
Olanzapine,olanzapine,201507717,테바올란자핀정10밀리그램,(주)한독테바,2015-11-13,False,True,Zyprexa,1996-09-27,False,False,False,False,Schizophrenia;Bipolar Disorder,N05AH03,6986,False,N,N05,1996,9
Olanzapine,olanzapine,201507718,테바올란자핀정5밀리그램,(주)한독테바,2015-11-13,False,True,Zyprexa,1996-09-27,False,False,False,False,Schizophrenia;Bipolar Disorder,N05AH03,6986,False,N,N05,1996,9
Olanzapine,olanzapine,201507719,테바올란자핀정2.5밀리그램,(주)한독테바,2015-11-13,False,True,Zyprexa,1996-09-27,False,False,False,False,Schizophrenia;Bipolar Disorder,N05AH03,6986,False,N,N05,1996,9
Meloxicam,meloxicam,201507776,멜로빅캡슐7.5mg(멜록시캄),(주)씨티씨바이오,2015-11-20,False,True,Flexicam,2006-04-10,False,False,False,False,,QM01AC06,3511,False,Q,QM0,2006,4
Memantine Hydrochloride,memantine,201507906,메만젠정10밀리그램(메만틴염산염),(주)테라젠이텍스,2015-11-25,False,True,Ebixa,2002-05-15,False,False,False,False,Alzheimer Disease,N06DX01,4942,False,N,N06,2002,5
Pioglitazone Hydrochloride,pioglitazone,201507941,피오글정15밀리그램(피오글리타존염산염),알리코제약(주),2015-11-26,False,True,Glustin,2000-10-11,False,False,False,False,"Diabetes Mellitus, Type 2",A10BG03,5524,False,A,A10,2000,10
Olanzapine,olanzapine,201507969,테바올란자핀정15밀리그램,(주)한독테바,2015-11-27,False,True,Zyprexa,1996-09-27,False,False,False,False,Schizophrenia;Bipolar Disorder,N05AH03,7000,False,N,N05,1996,9
Oseltamivir,oseltamivir,201507979,한미플루캡슐30밀리그램(오셀타미비르),한미약품(주),2015-11-27,False,True,Tamiflu,2002-06-20,False,False,False,False,"Influenza, Human",J05AH02,4908,False,J,J05,2002,6
Oseltamivir,oseltamivir,201507980,한미플루캡슐45밀리그램(오셀타미비르),한미약품(주),2015-11-27,False,True,Tamiflu,2002-06-20,False,False,False,False,"Influenza, Human",J05AH02,4908,False,J,J05,2002,6
Oseltamivir,oseltamivir,201507981,한미플루캡슐75밀리그램(오셀타미비르),한미약품(주),2015-11-27,False,True,Tamiflu,2002-06-20,False,False,False,False,"Influenza, Human",J05AH02,4908,False,J,J05,2002,6
Olanzapine,olanzapine,201507984,피엠에스올란자핀정2.5밀리그램(올란자핀),(주)제뉴파마,2015-11-27,False,True,Zyprexa,1996-09-27,False,False,False,False,Schizophrenia;Bipolar Disorder,N05AH03,7000,False,N,N05,1996,9
Olanzapine,olanzapine,201507985,피엠에스올란자핀정5밀리그램(올란자핀),(주)제뉴파마,2015-11-27,False,True,Zyprexa,1996-09-27,False,False,False,False,Schizophrenia;Bipolar Disorder,N05AH03,7000,False,N,N05,1996,9
Olanzapine,olanzapine,201507986,피엠에스올란자핀정10밀리그램(올란자핀),(주)제뉴파마,2015-11-27,False,True,Zyprexa,1996-09-27,False,False,False,False,Schizophrenia;Bipolar Disorder,N05AH03,7000,False,N,N05,1996,9
Silodosin,silodosin,201508347,트루테라정4밀리그램(실로도신),(주)메디카코리아,2015-12-21,False,True,Urorec,2010-01-29,False,False,False,False,Prostatic Hyperplasia,G04CA04,2152,False,G,G04,2010,1
Silodosin,silodosin,201508351,트루렌정4밀리그램(실로도신),위더스제약(주),2015-12-21,False,True,Urorec,2010-01-29,False,False,False,False,Prostatic Hyperplasia,G04CA04,2152,False,G,G04,2010,1
Silodosin,silodosin,201508378,트루윈정4밀리그램(실로도신),하나제약(주),2015-12-23,False,True,Urorec,2010-01-29,False,False,False,False,Prostatic Hyperplasia,G04CA04,2154,False,G,G04,2010,1
Adefovir Dipivoxil,adefovir dipivoxil,201508403,헵세비르정10밀리그램(아데포비어디피복실),하나제약(주),2015-12-23,False,True,Hepsera,2003-03-06,False,False,False,False,"Hepatitis B, Chronic",J05AF08,4675,False,J,J05,2003,3
Celecoxib,celecoxib,201508507,쎄넥스캡슐100mg(세레콕시브),(주)넥스팜코리아,2015-12-30,False,True,Onsenal,2003-10-17,False,False,False,False,Adenomatous Polyposis Coli,L01XX33,4457,False,L,L01,2003,10
Tadalafil,tadalafil,201508516,아작스정20밀리그램(타다라필),현대약품(주),2015-12-30,False,True,Cialis,2002-11-12,False,False,False,False,Erectile Dysfunction,G04BE08,4796,False,G,G04,2002,11
Celecoxib,celecoxib,201508549,쎄렉스타캡슐100mg(세레콕시브),(주)이든파마,2015-12-31,False,True,Onsenal,2003-10-17,False,False,False,False,Adenomatous Polyposis Coli,L01XX33,4458,False,L,L01,2003,10
Pregabalin,pregabalin,201600253,리레카캡슐75mg(프레가발린),한국휴텍스제약(주),2016-01-14,False,True,Lyrica,2004-07-05,False,False,False,False,Epilepsy;Anxiety Disorders;Neuralgia,N02BF02,4210,False,N,N02,2004,7
Pregabalin,pregabalin,201600254,리레카캡슐150mg(프레가발린),한국휴텍스제약(주),2016-01-14,False,True,Lyrica,2004-07-05,False,False,False,False,Epilepsy;Anxiety Disorders;Neuralgia,N02BF02,4210,False,N,N02,2004,7
Dimethyl Fumarate,dimethyl fumarate,201600419,텍피데라캡슐240밀리그램(디메틸푸마르산염),한국에자이(주),2016-01-22,False,True,Tecfidera,2014-01-30,False,False,False,False,Multiple Sclerosis,L04AX07,722,False,L,L04,2014,1
Dimethyl Fumarate,dimethyl fumarate,201600420,텍피데라캡슐120밀리그램(디메틸푸마르산염),한국에자이(주),2016-01-22,False,True,Tecfidera,2014-01-30,False,False,False,False,Multiple Sclerosis,L04AX07,722,False,L,L04,2014,1
Silodosin,silodosin,201600507,유리도신정4밀리그램(실로도신),아주약품(주),2016-01-26,False,True,Urorec,2010-01-29,False,False,False,False,Prostatic Hyperplasia,G04CA04,2188,False,G,G04,2010,1
Lenalidomide Hydrate,lenalidomide,201600613,레블리미드캡슐20밀리그램(레날리도마이드),(유)한국비엠에스제약,2016-01-29,False,True,Revlimid,2007-06-14,False,False,False,False,"Multiple Myeloma;Lymphoma, Mantle-Cell;Myelodysplastic Syndromes",L04AX04,3151,False,L,L04,2007,6
