inn,normalized_inn,fda_date,fda_brand_name,fda_sponsor,mfds_date,mfds_item_name,mfds_company,days_fda_to_mfds,mfds_before_fda
Lamotrigine,lamotrigine,2025-09-16,SUBVENITE,OWP PHARMS,2007-07-31,라모스탈정100밀리그램(라모트리진),명인제약(주),-6622,True
Adapalene,adapalene,2022-06-14,DIFFERIN,GALDERMA LABS LP,2007-08-07,디팔렌겔(아다팔렌),주식회사제뉴원사이언스,-5425,True
Gemcitabine Hydrochloride,gemcitabine,2016-04-07,GEMCITABINE,HOSPIRA INC,2007-08-20,젬타빈주2그램(젬시타빈염산염),한국유나이티드제약(주),-3153,True
Levonorgestrel,levonorgestrel,2016-01-29,LILETTA,MEDICINES360,2007-08-27,레보니아원정(레보노르게스트렐)(수출용),명문제약(주),-3077,True
Quetiapine Fumarate,quetiapine fumarate,2007-05-17,SEROQUEL XR,CHEPLAPHARM,2007-08-28,큐로켈정100밀리그램(쿠에티아핀푸마르산염),명인제약(주),103,False
Oxygen,oxygen,2013-07-23,OXYGEN,ASPEN AIR,2007-09-06,평화산소의료용산소,(주)평화산소,-2147,True
Imiquimod,imiquimod,2014-11-24,ZYCLARA,BAUSCH,2007-09-07,알다라크림(이미퀴모드),동아에스티(주),-2635,True
Olopatadine Hydrochloride,olopatadine,2015-01-30,PATADAY ONCE DAILY RELIEF,ALCON LABS INC,2007-09-28,파타데이0.2%점안액(올로파타딘염산염),한국노바티스(주),-2681,True
Cefazolin Sodium,cefazolin,2022-10-07,CEFAZOLIN,HIKMA,2007-10-02,화일세파졸린나트륨주1g(세파졸린나트륨)(수출용)(수출명 : Hwail Cefazolin Inj. 1 g),화일약품(주),-5484,True
Venlafaxine Hydrochloride,venlafaxine,2012-05-02,VENLAFAXINE HYDROCHLORIDE,OSMOTICA PHARM US,2007-10-04,코팩사엑스알서방캡슐75밀리그램(벤라팍신염산염),명인제약(주),-1672,True
Risperidone,risperidone,1997-10-17,RISPERIDONE,JANSSEN PHARMS,2007-10-09,리소페린정2밀리그램(리스페리돈),제일약품(주),3644,False
Fulvestrant,fulvestrant,2016-03-01,FASLODEX,ASTRAZENECA,2007-10-10,파슬로덱스주(풀베스트란트),한국아스트라제네카(주),-3065,True
Olopatadine Hydrochloride,olopatadine,2015-01-30,PATADAY ONCE DAILY RELIEF,ALCON LABS INC,2007-10-18,올로윈정5밀리그램(올로파타딘염산염),(주)대웅제약,-2661,True
Olopatadine Hydrochloride,olopatadine,2015-01-30,PATADAY ONCE DAILY RELIEF,ALCON LABS INC,2007-10-19,오로파트정5mg(올로파타딘염산염),동화약품(주),-2660,True
Posaconazole Micronized,posaconazole,2014-06-11,NOXAFIL,MERCK SHARP DOHME,2007-10-19,녹사필현탁액(포사코나졸(미분화)),한국엠에스디(주),-2427,True
Desonide,desonide,1991-03-08,TRIDESILON CREAM,PADAGIS US,2007-10-23,케어덤로션0.05%(데소니드),주식회사 노바엠헬스케어,6073,False
Olopatadine Hydrochloride,olopatadine,2015-01-30,PATADAY ONCE DAILY RELIEF,ALCON LABS INC,2007-10-23,올로타딘정5mg(올로파타딘염산염),한미약품(주),-2656,True
Palonosetron Hydrochloride,palonosetron,2014-05-27,PALONOSETRON HYDROCHLORIDE,HELSINN HLTHCARE,2007-10-24,알록시주(팔로노세트론염산염),에이치케이이노엔(주),-2407,True
Progesterone,progesterone,2016-05-10,ENDOMETRIN,FERRING,2007-10-26,크리논겔8%(프로게스테론),머크(주),-3119,True
Losartan Potassium,losartan,1998-08-31,COZAAR,ORGANON,2007-10-31,로자탐정100밀리그램(로사르탄칼륨),일동제약(주),3348,False
Lidocaine,lidocaine,2014-09-29,ZINGO,POWDER PHARMS,2007-11-07,맥스카인9.6%겔(리도카인),주식회사제뉴원사이언스,-2518,True
Lidocaine Hydrochloride Hydrate,lidocaine,2014-09-29,ZINGO,POWDER PHARMS,2007-11-08,카티젤겔(리도카인염산염수화물),금청약품(주),-2517,True
Quetiapine Fumarate,quetiapine fumarate,2007-05-17,SEROQUEL XR,CHEPLAPHARM,2007-11-09,큐티핀정25밀리그램(쿠에티아핀푸마르산염),일동제약(주),176,False
Quetiapine Fumarate,quetiapine fumarate,2007-05-17,SEROQUEL XR,CHEPLAPHARM,2007-11-19,스무디핀정100밀리그램(쿠에티아핀푸마르산염),한미약품(주),186,False
Nitrogen,nitrogen,2013-07-23,NITROGEN,ASPEN AIR,2007-11-19,에어퍼스트질소,(주)에어퍼스트,-2073,True
Rivastigmine,rivastigmine,2015-06-24,RIVASTIGMINE,SANDOZ,2007-11-20,엑셀론패취10(리바스티그민),한국노바티스(주),-2773,True
Rivastigmine,rivastigmine,2015-06-24,RIVASTIGMINE,SANDOZ,2007-11-20,엑셀론패취5(리바스티그민),한국노바티스(주),-2773,True
Losartan Potassium,losartan,1998-08-31,COZAAR,ORGANON,2007-11-23,한림로자탄정(로사르탄칼륨),한림제약(주),3371,False
Quetiapine Fumarate,quetiapine fumarate,2007-05-17,SEROQUEL XR,CHEPLAPHARM,2007-11-30,"쎄로켈서방정400밀리그램(쿠에티아핀푸마르산염
)",알보젠코리아(주),197,False
Quetiapine Fumarate,quetiapine fumarate,2007-05-17,SEROQUEL XR,CHEPLAPHARM,2007-11-30,"쎄로켈서방정300밀리그램(쿠에티아핀푸마르산염
)",알보젠코리아(주),197,False
Quetiapine Fumarate,quetiapine fumarate,2007-05-17,SEROQUEL XR,CHEPLAPHARM,2007-11-30,쎄로켈서방정50밀리그램(쿠에티아핀푸마르산염),알보젠코리아(주),197,False
Quetiapine Fumarate,quetiapine fumarate,2007-05-17,SEROQUEL XR,CHEPLAPHARM,2007-11-30,쎄로켈서방정200밀리그램(쿠에티아핀푸마르산염),알보젠코리아(주),197,False
Ketorolac Tromethamine,ketorolac tromethamine,2024-05-24,ACUVAIL,ABBVIE,2007-12-04,키톨락점안액0.5%(케토롤락트로메타민염),한미약품(주),-6016,True
Oxygen,oxygen,2013-07-23,OXYGEN,ASPEN AIR,2007-12-07,단일가스켐의료용산소,단일가스켐(주),-2055,True
Nitrogen,nitrogen,2013-07-23,NITROGEN,ASPEN AIR,2007-12-07,단일가스켐의료용질소,단일가스켐(주),-2055,True
Tranexamic Acid,tranexamic acid,2016-05-23,TRANEXAMIC ACID,AMRING PHARMS,2007-12-14,대한트라넥사민산주사500밀리그램(수출명: TOXAXINE Inj.),대한약품공업(주),-3083,True
Latanoprost,latanoprost,2025-01-24,ROCKLATAN,ALCON LABS INC,2007-12-14,라타스타점안액(라타노프로스트),오스틴제약(주),-6251,True
Hyaluronidase,hyaluronidase,2004-12-02,VITRASE,BAUSCH AND LOMB,2007-12-17,비엠히루니다제주(히알루로니다제),(주)한국비엠아이,1110,False
Losartan Potassium,losartan,1998-08-31,COZAAR,ORGANON,2007-12-26,이노엔로자탄정100밀리그램(로사르탄칼륨),에이치케이이노엔(주),3404,False
Oxygen,oxygen,2013-07-23,OXYGEN,ASPEN AIR,2007-12-28,화승가스테크 산소,(주)화승가스테크,-2034,True
Clopidogrel Bisulfate,clopidogrel bi,2001-07-19,PLAVIX,SANOFI AVENTIS US,2007-12-31,클로베인정(클로피도그렐황산수소염),하나제약(주),2356,False
Lidocaine,lidocaine,2014-09-29,ZINGO,POWDER PHARMS,2008-01-28,"리도제식 카타플라스마
(리도카인,수출명: Lidogesic PHN)",아이큐어(주),-2436,True
Cefazolin Sodium,cefazolin,2022-10-07,CEFAZOLIN,HIKMA,2008-01-30,경보세파졸린나트륨주500밀리그램(수출용),(주)경보제약,-5364,True
Cefazolin Sodium,cefazolin,2022-10-07,CEFAZOLIN,HIKMA,2008-01-30,경보세파졸린나트륨주1그램(수출명: KBZOLIN 1g INJ)(수출용),(주)경보제약,-5364,True
Nitrogen,nitrogen,2013-07-23,NITROGEN,ASPEN AIR,2008-02-11,경남산소의료용질소,경남산소,-1989,True
Levonorgestrel,levonorgestrel,2016-01-29,LILETTA,MEDICINES360,2008-02-13,미레나20마이크로그람/일(레보노르게스트렐),바이엘코리아(주),-2907,True
Olopatadine Hydrochloride,olopatadine,2015-01-30,PATADAY ONCE DAILY RELIEF,ALCON LABS INC,2008-02-13,알레파타딘정(올로파타딘염산염),국제약품(주),-2543,True
Olopatadine Hydrochloride,olopatadine,2015-01-30,PATADAY ONCE DAILY RELIEF,ALCON LABS INC,2008-02-13,올로피딘정5밀리그램(올로파타딘염산염),(주)제뉴파마,-2543,True
Bupropion Hydrochloride,bupropion,2011-11-10,BUPROPION HYDROCHLORIDE,TWI PHARMS,2008-02-18,니코피온서방정150밀리그램(부프로피온염산염),한미약품(주),-1361,True
Ketorolac Tromethamine,ketorolac tromethamine,2024-05-24,ACUVAIL,ABBVIE,2008-02-19,대한케토롤락트로메타민주,대한약품공업(주),-5939,True
Acyclovir,acyclovir,2009-07-31,XERESE,BAUSCH,2008-02-19,바로비크림(아시클로버),동성제약(주),-528,True
Quetiapine Fumarate,quetiapine fumarate,2007-05-17,SEROQUEL XR,CHEPLAPHARM,2008-02-20,쿠에타핀정200밀리그램(쿠에티아핀푸마르산염),환인제약(주),279,False
Quetiapine Fumarate,quetiapine fumarate,2007-05-17,SEROQUEL XR,CHEPLAPHARM,2008-02-20,쿠에타핀정25밀리그램(쿠에티아핀푸마르산염),환인제약(주),279,False
Nitrogen,nitrogen,2013-07-23,NITROGEN,ASPEN AIR,2008-02-21,신양의료용질소,신양메디슨(주),-1979,True
Oxygen,oxygen,2013-07-23,OXYGEN,ASPEN AIR,2008-02-21,신양의료용산소,신양메디슨(주),-1979,True
Metformin Hydrochloride,metformin,2019-08-12,JANUMET,MSD SUB MERCK,2008-02-21,글루코프리서방정750밀리그램(메트포르민염산염),한올바이오파마(주),-4190,True
Losartan Potassium,losartan,1998-08-31,COZAAR,ORGANON,2008-02-22,살로탄정100밀리그램(로사르탄칼륨),(주)종근당,3462,False
Levonorgestrel,levonorgestrel,2016-01-29,LILETTA,MEDICINES360,2008-02-26,애프터원정(레보노르게스트렐)(수출용),(주)다림바이오텍,-2894,True
Venlafaxine Hydrochloride,venlafaxine,2012-05-02,VENLAFAXINE HYDROCHLORIDE,OSMOTICA PHARM US,2008-03-06,베넥사엑스알서방캡슐37.5밀리그램(벤라팍신염산염),한림제약(주),-1518,True
Oxygen,oxygen,2013-07-23,OXYGEN,ASPEN AIR,2008-03-11,코리아에어텍 의료용 산소,주식회사 코리아에어텍,-1960,True
Argatroban,argatroban,2021-06-07,ARGATROBAN,ACCORD HLTHCARE,2008-03-12,트롬반주(아가트로반)(수출용),코오롱제약(주),-4835,True
Escitalopram Oxalate,escitalopram oxalate,2016-01-28,LEXAPRO,ABBVIE,2008-03-14,렉슬러정10밀리그램(에스시탈로프람옥살산염),에이치케이이노엔(주),-2876,True
Lidocaine,lidocaine,2014-09-29,ZINGO,POWDER PHARMS,2008-03-17,헤카인크림(리도카인),동성제약(주),-2387,True
Losartan Potassium,losartan,1998-08-31,COZAAR,ORGANON,2008-03-21,코스카정100mg(로사르탄칼륨),에스케이케미칼(주),3490,False
Losartan Potassium,losartan,1998-08-31,COZAAR,ORGANON,2008-03-24,일양로자탄정100밀리그램(로사르탄칼륨),일양약품(주),3493,False
Losartan Potassium,losartan,1998-08-31,COZAAR,ORGANON,2008-03-24,로자틴정100밀리그램(로사르탄칼륨),에이치엘비제약(주),3493,False
Mirtazapine,mirtazapine,2001-01-26,REMERON,ORGANON,2008-03-28,미르탁스오디티정30밀리그램(미르타자핀),삼일제약(주),2618,False
Cetirizine Hydrochloride,cetirizine,2009-07-23,CETIRIZINE HCL,BIONPHARMA,2008-03-28,기스톱정(세티리진염산염),(주)아이월드제약,-482,True
Meloxicam,meloxicam,2025-06-05,XIFYRM,AZURITY,2008-04-01,뉴록캄캡슐(멜록시캄)(수출용),한국유니온제약(주),-6274,True
Metformin Hydrochloride,metformin,2019-08-12,JANUMET,MSD SUB MERCK,2008-04-11,유한메트포르민서방정500mg(메트포르민염산염),(주)유한양행,-4140,True
Losartan Potassium,losartan,1998-08-31,COZAAR,ORGANON,2008-04-11,코스카정50밀리그램(로사르탄칼륨),에스케이케미칼(주),3511,False
Losartan Potassium,losartan,1998-08-31,COZAAR,ORGANON,2008-04-14,아비탄정100밀리그램(로사르탄칼륨),(주)넥스팜코리아,3514,False
Hyaluronidase,hyaluronidase,2004-12-02,VITRASE,BAUSCH AND LOMB,2008-04-21,리포라제주(히알우로니다제),대한뉴팜(주),1236,False
Hydroxocobalamin,hydroxocobalamin,2010-10-13,CYANOKIT,BTG INTL,2008-04-21,더즌비타주(히드록소코발라민),경남제약(주),-905,True
Triamcinolone Acetonide,triamcinolone acetonide,2007-11-29,TRIESENCE,HARROW EYE,2008-04-24,아프타치정(트리암시놀론아세토니드),동화약품(주),147,False
Olopatadine Hydrochloride,olopatadine,2015-01-30,PATADAY ONCE DAILY RELIEF,ALCON LABS INC,2008-04-28,알레파딘정5mg(올로파타딘염산염),(주)텔콘알에프제약,-2468,True
Olopatadine Hydrochloride,olopatadine,2015-01-30,PATADAY ONCE DAILY RELIEF,ALCON LABS INC,2008-04-28,올로틴정5mg(올로파타딘염산염),(주)팜젠사이언스,-2468,True
Topiramate,topiramate,2003-06-12,TOPAMAX,JANSSEN PHARMS,2008-04-28,토프람정50mg(토피라메이트)(수출용),(주)동구바이오제약,1782,False
Mirtazapine,mirtazapine,2001-01-26,REMERON,ORGANON,2008-04-30,미르탁스정15mg(미르타자핀),삼일제약(주),2651,False
Losartan Potassium,losartan,1998-08-31,COZAAR,ORGANON,2008-05-04,로지텐정100mg(로사르탄칼륨),(주)메디카코리아,3534,False
Olopatadine Hydrochloride,olopatadine,2015-01-30,PATADAY ONCE DAILY RELIEF,ALCON LABS INC,2008-05-06,올로스틴정 5밀리그램 (올로파타딘염산염),환인제약(주),-2460,True
Magnesium Sulfate Hydrate,magnesium,2022-01-28,SUTAB,AZURITY,2008-05-06,미네엠주(황산마그네슘수화물),대한뉴팜(주),-5015,True
Pyridostigmine Bromide,pyridostigmine bromide,1995-10-24,PYRIDOSTIGMINE BROMIDE,BAUSCH,2008-05-07,피롤정(피리도스티그민브로마이드)(수출용),한국코러스(주),4579,False
Gabapentin,gabapentin,2000-09-19,NEURONTIN,VIATRIS,2008-05-08,가바스탄캡슐(가바펜틴),(주)한국파비스제약,2788,False
Fluticasone Furoate Micronized,fluticasone furoate,2025-12-19,FLONASE SENSIMIST ALLERGY RELIEF,HALEON US HOLDINGS,2008-05-14,아바미스나잘스프레이(미분화플루티카손푸로에이트),(주)글락소스미스클라인,-6428,True
Pyridostigmine Bromide,pyridostigmine bromide,1995-10-24,PYRIDOSTIGMINE BROMIDE,BAUSCH,2008-05-15,브리민정(피리도스티그민브롬화물)(수출용),한국유니온제약(주),4587,False
Olopatadine Hydrochloride,olopatadine,2015-01-30,PATADAY ONCE DAILY RELIEF,ALCON LABS INC,2008-05-15,올로파정(올로파타딘염산염),대화제약(주),-2451,True
Olopatadine Hydrochloride,olopatadine,2015-01-30,PATADAY ONCE DAILY RELIEF,ALCON LABS INC,2008-05-15,알로타딘정(올로파타딘염산염),(주)일화,-2451,True
Hydroxocobalamin,hydroxocobalamin,2010-10-13,CYANOKIT,BTG INTL,2008-05-20,히코발주(히드록소코발라민),(주)셀릭스,-876,True
Hyaluronidase,hyaluronidase,2004-12-02,VITRASE,BAUSCH AND LOMB,2008-05-22,메디라제주(히알루로니다제),구주제약(주),1267,False
Escitalopram Oxalate,escitalopram oxalate,2016-01-28,LEXAPRO,ABBVIE,2008-05-26,렉사큐어정10밀리그램(에스시탈로프람옥살산염),동아에스티(주),-2803,True
Clopidogrel Bisulfate,clopidogrel bi,2001-07-19,PLAVIX,SANOFI AVENTIS US,2008-05-28,필그렐정(클로피도그렐황산수소염),제일약품(주),2505,False
Vancomycin Hydrochloride,vancomycin,2021-01-29,VANCOMYCIN HYDROCHLORIDE FOR ORAL SOLUTION,AZURITY,2008-06-02,유니온반코마이신주1그램(반코마이신염산염),한국유니온제약(주),-4624,True
Fexofenadine Hydrochloride,fexofenadine,2011-01-24,ALLEGRA-D ALLERGY AND CONGESTION,CHATTEM SANOFI,2008-06-09,알러딘정(펙소페나딘염산염),(주)휴온스,-959,True
Escitalopram Oxalate,escitalopram oxalate,2016-01-28,LEXAPRO,ABBVIE,2008-06-17,엑스프람정10mg(에스시탈로프람옥살산염),현대약품(주),-2781,True
Ibuprofen,ibuprofen,2000-01-18,ADVIL COLD AND SINUS,HALEON US HOLDINGS,2008-06-18,스로펜정400mg(이부프로펜)(수출용),한국코러스(주),3074,False
Escitalopram Oxalate,escitalopram oxalate,2016-01-28,LEXAPRO,ABBVIE,2008-06-25,렉사큐어정5밀리그램(에스시탈로프람옥살산염),동아에스티(주),-2773,True
Topiramate,topiramate,2003-06-12,TOPAMAX,JANSSEN PHARMS,2008-06-24,토피트정(토피라메이트),대한뉴팜(주),1839,False
Clindamycin Phosphate,clindamycin phosphate,2023-03-06,XACIATO,ORGANON LLC,2008-06-25,크레오신티외용액1%(클린다마이신포스페이트),(주)한독,-5367,True
Quetiapine Fumarate,quetiapine fumarate,2007-05-17,SEROQUEL XR,CHEPLAPHARM,2008-06-25,카세핀정200밀리그램(쿠에티아핀푸마르산염),한림제약(주),405,False
Quetiapine Fumarate,quetiapine fumarate,2007-05-17,SEROQUEL XR,CHEPLAPHARM,2008-06-25,쿠티아핀정25밀리그램(쿠에티아핀푸마르산염),영진약품(주),405,False
Quetiapine Fumarate,quetiapine fumarate,2007-05-17,SEROQUEL XR,CHEPLAPHARM,2008-06-25,명문쿠에티아핀정200밀리그램(쿠에티아핀푸마르산염),명문제약(주),405,False
Quetiapine Fumarate,quetiapine fumarate,2007-05-17,SEROQUEL XR,CHEPLAPHARM,2008-06-25,쿠에티정200밀리그램(쿠에티아핀푸마르산염),(주)한국파마,405,False
Quetiapine Fumarate,quetiapine fumarate,2007-05-17,SEROQUEL XR,CHEPLAPHARM,2008-06-25,명문쿠에티아핀정25밀리그램(쿠에티아핀푸마르산염),명문제약(주),405,False
Quetiapine Fumarate,quetiapine fumarate,2007-05-17,SEROQUEL XR,CHEPLAPHARM,2008-06-25,쿠에티정25밀리그램(쿠에티아핀푸마르산염),(주)한국파마,405,False
Quetiapine Fumarate,quetiapine fumarate,2007-05-17,SEROQUEL XR,CHEPLAPHARM,2008-06-25,쿠티아핀정200밀리그램(쿠에티아핀푸마르산염),영진약품(주),405,False
Quetiapine Fumarate,quetiapine fumarate,2007-05-17,SEROQUEL XR,CHEPLAPHARM,2008-06-25,카세핀정25밀리그램(쿠에티아핀푸마르산염),한림제약(주),405,False
Tadalafil,tadalafil,2005-03-31,CIALIS,LILLY,2008-06-27,시알리스정5밀리그램(타다라필),한국릴리(유),1184,False
Hyaluronidase,hyaluronidase,2004-12-02,VITRASE,BAUSCH AND LOMB,2008-06-27,히알라프주(히알루로니다제),(주)팜젠사이언스,1303,False
Hyaluronidase,hyaluronidase,2004-12-02,VITRASE,BAUSCH AND LOMB,2008-06-27,히알로제주(히알루로니다제),(주)중헌제약,1303,False
Pilocarpine Hydrochloride,pilocarpine,2023-10-17,QLOSI,ORASIS PHARMS,2008-06-27,필로겐정(필로카르핀염산염),(주)씨티씨바이오,-5590,True
Losartan Potassium,losartan,1998-08-31,COZAAR,ORGANON,2008-06-30,코자르탄정50mg(로사르탄칼륨),동아에스티(주),3591,False
Hyaluronidase,hyaluronidase,2004-12-02,VITRASE,BAUSCH AND LOMB,2008-07-02,히아라제주(히알우로니다제)(수출용),(주)제일제약,1308,False
Acyclovir,acyclovir,2009-07-31,XERESE,BAUSCH,2008-07-07,아시칸정400밀리그램(아시클로버)(수출용),(주)바스칸바이오제약,-389,True
Hyaluronidase,hyaluronidase,2004-12-02,VITRASE,BAUSCH AND LOMB,2008-07-07,하이다제주(히알루로니다제),풍림무약(주),1313,False
Escitalopram Oxalate,escitalopram oxalate,2016-01-28,LEXAPRO,ABBVIE,2008-07-07,렉스시탐정5mg(에스시탈로프람옥살산염)(수출용),신풍제약(주),-2761,True
Gemcitabine Hydrochloride,gemcitabine,2016-04-07,GEMCITABINE,HOSPIRA INC,2008-07-08,젬탄주2g(염산젬시타빈)(수출용),(주)종근당,-2830,True
Meropenem Hydrate,meropenem,2024-12-03,MEROPENEM,HQ SPCLT PHARMA,2008-07-09,오로페넴주500밀리그램(메로페넴수화물),한미약품(주),-5991,True
Ciprofloxacin Hydrochloride,ciprofloxacin,2001-09-14,CIPROFLOXACIN HYDROCHLORIDE,SANDOZ,2008-07-10,베아신정250밀리그램(시프로플록사신염산염),대웅바이오(주),2491,False
Hyaluronidase,hyaluronidase,2004-12-02,VITRASE,BAUSCH AND LOMB,2008-07-10,히론다제주(히알루로니다제)(수출명:Shyareureu),(주)엘앤씨바이오 ,1316,False
Hyaluronidase,hyaluronidase,2004-12-02,VITRASE,BAUSCH AND LOMB,2008-07-11,엘디엘주(히알루로니다제),맥널티제약(주),1317,False
Metformin Hydrochloride,metformin,2019-08-12,JANUMET,MSD SUB MERCK,2008-07-15,글루코파지정1000밀리그램(메트포르민염산염),머크(주),-4045,True
